PC1,PC2,PC3,PC4
-0.0187723,-0.0244777,0.201807,0.799439
-0.0194854,-0.0506105,0.219389,0.729313
0.0415262,-0.00597536,0.18658,0.7223
-0.214838,-0.0679791,0.400156,0.391304
-0.250095,-0.0182697,0.321786,0.343619
-0.386165,-0.0462607,0.497609,0.338008
-0.189498,0.044296,0.326039,0.253857
-0.43406,0.0302598,0.460158,0.402525
-0.450654,-0.0785079,0.632734,0.301543
0.153084,0.0296146,0.147897,0.359046
0.166987,0.0611072,0.147611,0.424965
0.179339,0.00824374,0.135602,0.352034
0.198586,0.116366,0.131596,0.366059
0.0169165,-0.00341878,0.195262,0.500701
0.145493,0.0685396,0.0566588,0.461431
0.0807,0.0528871,0.172402,0.389902
0.139745,-0.0235294,0.154105,0.395512
0.17642,-0.00134897,0.13059,0.413745
0.284911,0.0412121,0.10188,0.490884
0.284279,0.0292005,0.103565,0.524544
0.275218,0.0341383,0.0750171,0.579243
0.346573,-0.0233026,0.0798212,0.552595
0.0848068,0.0188622,0.0386217,0.361851
0.349081,-0.0360011,0.082589,0.394109
0.261502,-0.0153372,0.0604276,0.41655
0.183224,0.0479871,0.0544603,0.408135
0.34651,-0.0199565,0.0798212,0.41655
-0.201672,0.0147515,0.342589,0.398317
-0.094154,0.110031,0.260695,0.373072
-0.298116,-0.045493,0.503164,0.472651
-0.248515,-0.0428483,0.43189,0.513324
-0.0988409,-0.104707,0.307085,0.513324
-0.157855,-0.0107881,0.319027,0.539972
-0.0353567,-0.0249616,0.117967,0.5554
-0.0827864,0.338232,0.241387,0.330996
-0.0123052,-0.0503251,0.10226,0.534362
-0.0208031,0.0237782,0.226724,0.573633
-0.0826693,0.0255788,0.269764,0.565217
0.104701,0.224181,0.0512078,0.0701262
0.234521,-0.0565638,0.050639,0.249649
0.144038,-0.0719005,0.0348601,0.286115
0.21759,-0.0273415,0.0630139,0.259467
0.0910336,-0.0629145,0.022592,0.298738
0.0848692,-0.0569626,0.0228196,0.265077
0.067469,-0.0433391,0.0224187,0.242637
-0.058469,0.0274734,0.23709,0.27209
-0.0788389,-0.00781039,0.278371,0.274895
-0.0983867,-0.012961,0.284823,0.237027
-0.0145793,0.102286,0.216038,0.245442
-0.010018,0.188094,0.230417,0.231417
0.13136,-0.0576879,0.151286,0.468443
-0.104441,-0.0414487,0.284661,0.481066
-0.12219,0.176672,0.255347,0.406732
-0.114901,-0.10846,0.281334,0.434783
-0.0414211,0.0345943,0.24768,0.460028
0.0429471,0.0869117,0.173381,0.535764
-0.0283098,-0.0249516,0.240404,0.460028
-0.0858112,-0.0232106,0.251161,0.507714
0.306907,-0.0291128,0.095856,0.603086
0.250417,0.077316,0.113727,0.601683
0.262894,0.0435606,0.106208,0.499299
0.205608,-0.00954541,0.124828,0.596073
0.254904,-0.0468082,0.109936,0.69986
0.183063,0.0669149,0.131636,0.58906
0.192199,0.0334734,0.0493792,0.316971
0.300052,0.0726329,0.097193,0.380084
0.307717,0.0134247,0.077092,0.319776
0.14594,0.00220144,0.0462357,0.350631
0.170619,-0.0296968,0.0380353,0.251052
0.310768,-0.0189103,0.0732262,0.412342
0.225964,0.109246,0.121513,0.424965
0.0743936,0.0652345,0.172346,0.481066
0.0457139,-0.030475,0.187789,0.468443
0.17285,-0.0231566,0.139833,0.408135
0.162638,-0.0304422,0.131387,0.406732
0.247475,-0.0283384,0.103952,0.56101
0.103423,-0.0537745,0.162146,0.764376
0.197655,0.00286611,0.127299,0.58906
0.151014,-0.0417605,0.154879,0.464236
0.298864,0.143481,0.092919,0.41094
-0.217274,0.0956962,0.238992,0.391304
-0.172855,0.116719,0.283755,0.31136
-0.202206,-0.036928,0.388859,0.338008
-0.216242,-0.0553862,0.389233,0.391304
-0.189287,-0.123593,0.393866,0.373072
0.158483,-0.0254197,0.0392713,0.41094
0.217371,-0.000762355,0.058715,0.458626
0.307639,0.0147725,0.0798212,0.464236
0.292177,0.0328854,0.0980423,0.676017
0.240441,-0.0340292,0.108498,0.525947
0.274844,0.0778495,0.114426,0.447405
-0.0334412,0.138972,0.173644,0.286115
-0.141002,0.21098,0.242278,0.441795
0.0767655,-0.0621227,0.169343,0.346424
-0.0631661,0.120209,0.233912,0.373072
0.008285,0.0452462,0.223794,0.394109
-0.106973,0.144398,0.247231,0.395512
-0.123056,0.0813407,0.233961,0.485273
-0.0467379,0.149263,0.231552,0.347826
-0.0941781,0.272902,0.186083,0.340813
0.266588,-0.0496206,0.0579536,0.232819
0.215618,-0.0604434,0.0470706,0.244039
0.298771,-0.0208695,0.0719725,0.227209
0.281978,-0.0491131,0.0671651,0.223001
0.256764,-0.0368401,0.0611175,0.230014
0.16873,-0.0460817,0.0371462,0.194951
0.166905,-0.0502381,0.0436498,0.207574
0.300387,-0.0322765,0.0835402,0.220196
0.290091,-0.0524931,0.062107,0.234222
0.273741,-0.0506823,0.0666486,0.215989
0.311311,-0.012191,0.0750311,0.217391
0.298354,-0.0310632,0.0934399,0.45582
0.295777,0.0774114,0.102207,0.434783
0.315381,0.0692917,0.0964871,0.42777
0.128873,0.176726,0.173815,0.446003
0.141526,-0.0486304,0.0325168,0.279102
0.105293,-0.0399003,0.0263822,0.323983
0.15315,-0.0363112,0.0355915,0.253857
0.139188,-0.0543405,0.033762,0.330996
0.123787,-0.043905,0.0273561,0.298738
0.181087,-0.0507375,0.0418226,0.28331
0.151769,-0.0435185,0.0370558,0.234222
0.0947463,-0.0334306,0.0224187,0.238429
-0.309442,0.0325292,0.356446,0.364656
-0.358774,-0.141868,0.535645,0.349229
-0.279531,-0.0417023,0.442588,0.481066
-0.341387,-0.00189162,0.536641,0.489481
-0.0675774,-0.0825804,0.282564,0.238429
-0.0377071,-0.0828901,0.254712,0.248247
0.0273111,-0.0654019,0.189843,0.225806
0.0171505,-0.0409258,0.196351,0.220196
0.0144972,-0.0706651,0.197177,0.206171
0.211437,-0.0552815,0.0438434,0.199158
0.118447,-0.0500126,0.0293947,0.244039
-0.0073878,-0.0949382,0.00461408,0.258065
-0.0222322,-0.0680104,0.00647359,0.244039
0.00213424,-0.0463389,0.0127605,0.273492
0.0785326,-0.0711073,0.0171936,0.256662
0.105144,-0.0716053,0.0301273,0.259467
0.105685,-0.0418438,0.0276301,0.253857
0.105185,-0.0701517,0.0262808,0.270687
0.00148243,-0.0884201,0.00561842,0.267882
0.114896,-0.0409644,0.0293844,0.237027
0.131239,-0.0730325,0.0304783,0.194951
0.156046,-0.0567869,0.0427613,0.175316
0.143254,-0.0360128,0.0362858,0.154278
0.15428,-0.0472517,0.0319858,0.154278
0.119084,-0.0611014,0.0332923,0.28331
0.109065,-0.0645192,0.0308117,0.232819
0.143813,0.0017009,0.0430668,0.244039
0.16515,-0.0320645,0.0374426,0.274895
0.148679,-0.0630208,0.0394962,0.280505
0.194145,-0.0724487,0.0406171,0.291725
-0.185617,0.0727766,0.294974,0.42777
-0.219587,-0.0635429,0.423647,0.4446
-0.191349,0.151516,0.243613,0.297335
0.113068,0.0554551,0.036043,0.406732
0.145072,-0.0278214,0.0377971,0.417952
0.177925,-0.0359047,0.0396128,0.403927
0.159761,-0.0217055,0.0408756,0.384292
0.163694,-0.02237,0.0398625,0.373072
0.152205,-0.0508937,0.0331615,0.297335
0.14334,-0.0327361,0.0365112,0.301543
0.112844,-0.0438891,0.0303116,0.326788
0.126069,-0.0426667,0.0280464,0.332398
0.152626,-0.0338256,0.036112,0.343619
0.106159,-0.0390724,0.0231948,0.326788
-0.0542569,-0.0737858,0.199311,0.227209
0.0533813,-0.048294,0.181449,0.298738
-0.044725,0.329252,0.214001,0.162693
-0.153084,-0.0554161,0.336676,0.270687
0.218236,0.0170158,0.11762,0.244039
0.193728,-0.0546593,0.0407025,0.242637
0.125734,-0.062096,0.0300131,0.308555
0.13261,-0.0650553,0.0298884,0.258065
0.101934,-0.0676202,0.0206437,0.280505
0.129777,-0.0370747,0.0328256,0.273492
0.144594,-0.0695056,0.0427159,0.258065
0.233904,-0.0133552,0.0544469,0.286115
0.145838,0.00888053,0.0428334,0.308555
0.263837,-0.0248258,0.0577182,0.28892
0.276099,-0.0189704,0.0682509,0.252454
0.190512,-0.00724987,0.0457768,0.270687
0.228436,-0.0359362,0.0631355,0.262272
0.293325,-0.0185199,0.0716714,0.178121
0.285698,-0.0428576,0.0645875,0.173913
0.295535,-0.0181058,0.0895111,0.171108
0.307278,-0.0403923,0.0693785,0.190743
0.347177,-0.00461623,0.081379,0.179523
0.121549,-0.0358068,0.0326982,0.373072
0.0771934,-0.0521777,0.0227108,0.309958
0.164064,-0.0446281,0.0356634,0.350631
0.175844,-0.0731603,0.0372193,0.28331
0.0985662,-0.03906,0.0297516,0.375877
0.0969325,-0.0514639,0.0213573,0.295933
0.0439968,-0.0447395,0.186835,0.399719
-0.115106,-0.0652182,0.27711,0.500701
-0.0338834,-0.0126691,0.22812,0.436185
-0.0770542,-0.0588947,0.239269,0.496494
0.115237,0.000168451,0.158951,0.41094
-0.0324856,-0.0578019,0.219944,0.363254
0.223882,-0.0238026,0.0492846,0.345021
0.228988,-0.0451662,0.0502632,0.329593
0.22212,-0.0319012,0.0488214,0.361851
0.194438,-0.0253136,0.0517245,0.352034
0.203866,-0.0341191,0.044481,0.304348
0.186223,-0.0182396,0.0422487,0.30575
0.0980493,-0.0707203,0.170012,0.255259
0.0444982,-0.0589421,0.193177,0.211781
-0.0355256,-0.0953726,0.255855,0.211781
0.029043,-0.0532512,0.200328,0.234222
0.000865565,-0.0735031,0.217024,0.227209
0.00491646,-0.0907122,0.226516,0.204769
-0.237036,0.0336168,0.202561,0.457223
-0.175406,0.0187576,0.178696,0.352034
-0.222488,-0.0967093,0.270408,0.430575
-0.237374,-0.0383583,0.161871,0.525947
-0.185416,0.0283688,0.32179,0.429173
-0.289612,-0.120837,0.345141,0.419355
-0.15558,-0.0684523,0.35744,0.409537
-0.14642,-0.033593,0.301244,0.429173
-0.150545,0.125668,0.25837,0.353436
-0.137679,-0.0400042,0.280115,0.395512
-0.224004,-0.110111,0.418411,0.656381
-0.279374,0.0416928,0.391598,0.503506
-0.299706,0.064324,0.317385,0.538569
-0.267437,0.00865024,0.334753,0.551192
-0.279215,-0.0421471,0.329447,0.488079
-0.22368,-0.039793,0.374206,0.517532
0.0811648,-0.0152673,0.163579,0.507714
0.0937677,0.0955589,0.165703,0.485273
0.0340335,0.195287,0.157276,0.559607
-0.0145734,0.09927,0.215977,0.363254
0.0277665,-0.0317726,0.201271,0.482468
0.00267743,-0.0412915,0.233176,0.458626
-0.180304,0.0277984,0.33074,0.469846
0.0611463,0.090765,0.178627,0.389902
-0.0463446,0.0219275,0.237801,0.352034
-0.101263,-0.0721199,0.161627,0.559607
-0.0721575,0.0662773,0.126124,0.479663
0.0882465,0.0979757,0.152306,0.423562
0.306558,-0.0241575,0.0925133,0.417952
0.228497,0.234142,0.111137,0.356241
0.200425,0.0438946,0.0584837,0.319776
-0.25555,-0.0778858,0.428357,0.476858
-0.234424,-0.070504,0.367683,0.485273
-0.227571,-0.0819954,0.386,0.392707
-0.200155,0.0600954,0.266665,0.330996
-0.232188,0.0164186,0.34799,0.446003
-0.00344146,-0.092309,0.21497,0.251052
0.05088,-0.0181471,0.191275,0.249649
-0.00409011,-0.0936094,0.230157,0.237027
-0.0804925,-0.111045,0.289708,0.273492
-0.295591,-0.111786,0.51416,0.41655
-0.319138,-0.0182227,0.467607,0.402525
-0.0656606,0.0334619,0.256477,0.378682
-0.308419,-0.0649229,0.539911,0.406732
-0.0708746,-0.0928873,0.27243,0.424965
-0.223743,-0.110619,0.433545,0.509116
0.129681,0.160452,0.153861,0.548387
0.128897,0.0517921,0.155794,0.692847
0.0261688,-0.0353666,0.183753,0.723703
0.102547,-0.0065417,0.160459,0.619916
-0.0615317,0.497382,0.167281,0.242637
0.00117481,0.187289,0.206186,0.354839
0.213542,0.0770326,0.0711002,0.615708
0.228052,0.0229811,0.0662569,0.628331
0.174362,0.0796021,0.0611273,0.504909
0.247228,-0.0212292,0.0561628,0.499299
0.277297,-0.00538685,0.076897,0.671809
0.165533,-0.0131767,0.0464012,0.568022
0.175832,-0.0408335,0.0423265,0.610098
0.208129,0.0208407,0.0579025,0.807854
0.233183,2.48E-05,0.067415,0.625526
0.226569,-0.00108015,0.0574835,0.576438
0.153671,-0.0541742,0.041691,0.625526
0.22826,-0.0444363,0.0541297,0.796634
0.198808,0.176779,0.0780739,0.4446
0.220678,0.0767638,0.0682145,0.413745
0.209358,-0.0650233,0.0471941,0.509116
0.221072,0.00615226,0.0565024,0.457223
0.21925,0.0282824,0.0591896,0.582048
0.301183,0.185006,0.103618,0.539972
0.207362,0.0866031,0.0574545,0.448808
0.231169,0.0446341,0.0597969,0.631136
0.258594,0.00758794,0.0665885,0.516129
0.288048,0.0108787,0.0749584,0.430575
0.31081,-0.0139755,0.0748785,0.545582
0.259376,-0.0370572,0.0627269,0.556802
0.251551,-0.0184819,0.0658388,0.558205
0.229231,-0.0725371,0.0504821,0.565217
0.117923,0.212227,0.0624156,0.436185
0.33206,0.0895539,0.081902,0.451613
0.223803,-0.00117288,0.0587101,0.59467
0.190938,0.0415619,0.0583059,0.586255
0.239731,-0.035135,0.0602207,0.542777
0.186584,-0.0597854,0.040978,0.476858
0.264489,-0.0108381,0.0670905,0.469846
0.227749,0.048602,0.060082,0.586255
0.265427,-0.013831,0.0636578,0.677419
0.221848,-0.0247426,0.0556363,0.509116
0.224561,-0.0352085,0.0513741,0.674614
0.152842,0.020814,0.0467459,0.521739
0.240247,-0.0167126,0.0570403,0.570827
0.125867,-0.048208,0.0312769,0.698457
0.19941,-0.0562168,0.0439624,0.58906
0.252086,0.0396377,0.0685999,0.568022
0.272692,-0.0275038,0.0735856,0.43899
0.188791,0.441856,0.0836273,0.129032
0.212201,0.0257738,0.0625417,0.530154
0.185064,0.318979,0.0938178,0.26087
0.176625,-0.0339747,0.0470511,0.461431
0.198749,-0.0135966,0.0499158,0.314165
0.141246,-0.0643332,0.0386034,0.45021
0.128813,0.0471426,0.0462909,0.302945
0.141282,-0.000391431,0.149739,0.461431
0.174921,0.0161908,0.13787,0.481066
0.225491,-0.00997741,0.0525894,0.760168
0.262919,-0.0033042,0.0646412,0.720898
0.249477,-0.0202272,0.0578492,0.730715
0.263711,0.00128154,0.0671816,0.819074
-0.172294,-0.0258201,0.305534,0.617111
-0.122527,-0.103931,0.294195,0.614306
-0.17754,-0.0520505,0.324049,0.573633
-0.258955,-0.0393596,0.411018,0.586255
-0.243367,-0.0453596,0.436907,0.654979
-0.233949,-0.0535641,0.42665,0.524544
-0.400597,0.0585353,0.247473,0.468443
-0.318928,-0.0901886,0.462773,0.458626
-0.293103,-0.0883439,0.488246,0.429173
-0.243784,-0.0486017,0.382361,0.384292
-0.260209,-0.130821,0.491026,0.389902
-0.315854,-0.0911958,0.180105,0.375877
0.258667,-0.0174264,0.0660017,0.605891
0.319249,-0.0164042,0.0727266,0.479663
0.254503,0.0325734,0.0625417,0.525947
0.326453,0.015568,0.0812881,0.556802
0.235361,-0.0271238,0.0591113,0.58345
-0.170769,-0.0262442,0.318998,0.301543
-0.251419,-0.0193315,0.360237,0.314165
-0.18179,-0.0723186,0.340469,0.316971
-0.142277,-0.068721,0.306927,0.293128
-0.148519,-0.00441868,0.260639,0.2777
-0.218751,-0.0978711,0.391113,0.316971
-0.253912,-0.0878842,0.378747,0.465638
-0.284182,0.00261053,0.365377,0.454418
-0.306598,-0.0975004,0.508578,0.485273
-0.290062,-0.0772136,0.280856,0.516129
-0.326984,-0.0646516,0.293897,0.489481
-0.22932,-0.0322293,0.335951,0.590463
0.247044,-0.0186722,0.0616451,0.767181
0.11944,-0.0224427,0.037449,0.562412
0.179126,0.00234101,0.0521704,0.654979
0.217132,0.0332817,0.0603984,0.753156
0.240582,0.0777623,0.0772379,0.551192
0.265861,-0.00830585,0.0692305,0.642356
0.208515,-0.00871311,0.0494891,0.378682
-0.19912,0.0996339,0.220196,0.251052
-0.0698844,0.210657,0.232192,0.347826
0.0959831,0.30334,0.162563,0.328191
0.0133001,0.103439,0.194129,0.392707
0.00898233,0.472488,0.161875,0.293128
0.0314018,-0.0655258,0.01749,0.527349
0.121467,-0.0304322,0.036759,0.413745
0.0529228,-0.0333463,0.0321154,0.409537
0.1735,-0.0158925,0.0478742,0.328191
0.074255,-0.0215801,0.0269197,0.591865
0.113858,-0.0349367,0.0302155,0.431978
0.124903,-0.00035361,0.0406412,0.370266
0.319441,-0.0115048,0.0875814,0.524544
0.296881,-0.0446753,0.0702907,0.71108
0.292066,-0.0108987,0.0742691,0.621318
0.300482,0.0435943,0.0875185,0.611501
0.267663,-0.0521528,0.0596205,0.669004
0.32513,-0.0444678,0.0836901,0.54979
0.0468893,-0.0438604,0.0193573,0.677419
0.0798759,0.0527043,0.043209,0.509116
0.0632105,-0.0304146,0.0335947,0.41094
0.166405,0.0323975,0.044696,0.471248
0.108212,-0.0183304,0.034817,0.476858
0.00347427,-0.01782,0.0187138,0.629734
0.139524,-0.0258139,0.0377781,0.56662
0.130337,-0.011835,0.0387465,0.458626
0.116209,-0.000484645,0.0360372,0.781206
0.129252,-0.039089,0.034393,0.618513
0.13462,-0.0313645,0.0382175,0.748948
0.0708899,-0.0553187,0.022592,0.511921
0.0896516,-0.0756529,0.022295,0.852735
0.0704349,-0.038421,0.0395388,0.467041
0.0990754,0.00466056,0.0452724,0.366059
-0.00819002,-0.0285575,0.0176022,0.485273
0.160799,-0.00520473,0.0472643,0.523142
0.246467,0.00490305,0.118777,0.596073
0.262486,0.0829983,0.0807412,0.647966
0.272542,0.0288989,0.0678941,0.796634
0.24271,0.120385,0.0945987,0.692847
0.315037,0.0731032,0.0849797,0.596073
0.233544,0.0218124,0.0601708,0.479663
0.219904,-0.0633478,0.0495556,0.347826
0.166411,-0.0428772,0.0427613,0.322581
0.201517,-0.0709477,0.0412929,0.326788
0.197631,-0.07099,0.0440372,0.367461
0.196195,-0.0798689,0.0497013,0.326788
0.337863,-0.0299888,0.0763422,0.333801
0.272654,0.127244,0.116064,0.4446
0.112471,0.518752,0.124387,0.218794
0.298429,-0.0446547,0.0672473,0.610098
0.274696,-0.0440259,0.061111,0.719495
0.276267,0.0208311,0.065363,0.734923
0.330096,-0.0036826,0.0834358,0.582048
0.310214,-0.0293382,0.0724982,0.704067
0.281705,-0.0112562,0.0673866,0.792426
0.126348,-0.0385638,0.0333143,0.462833
0.0761874,0.0505611,0.0385938,0.548387
0.102276,-0.020313,0.0332979,0.591865
0.0608797,-0.0124982,0.0214799,0.687237
0.262006,0.0462414,0.0681563,0.345021
0.0642335,-0.082945,0.0296296,0.493689
0.231147,0.00452272,0.0645139,0.429173
-0.204263,-0.0558083,0.34913,0.687237
-0.200125,-0.0331539,0.29204,0.654979
-0.203648,-0.0730913,0.306974,0.622721
-0.150355,-0.0643082,0.335112,0.597475
-0.185871,-0.0810056,0.35175,0.670407
-0.209008,-0.0544197,0.356753,0.56101
-0.230976,-0.0529179,0.320626,0.671809
-0.173399,-0.114188,0.321489,0.575035
-0.24512,0.0882242,0.272697,0.457223
-0.258258,-0.0931994,0.479899,0.530154
-0.216568,-0.0849964,0.386636,0.605891
-0.267855,-0.0315214,0.393408,0.584853
-0.114973,-0.0272479,0.275451,0.781206
-0.0669423,0.0487131,0.136435,0.415147
-0.136449,-0.0982795,0.247951,0.660589
-0.195182,0.0515096,0.227008,0.41094
-0.0981118,-0.0358732,0.277806,0.608696
0.163881,-0.0390713,0.0387037,0.706872
0.101951,0.0560468,0.0386608,0.507714
0.20212,0.0932584,0.0660391,0.576438
0.192578,0.0110648,0.0561088,0.497896
0.153391,-0.0102572,0.0444606,0.517532
0.0827555,-0.0241761,0.0260844,0.587658
0.211239,-0.0110412,0.112566,0.785414
0.27406,0.0742336,0.0837114,0.576438
0.268969,-0.0348623,0.105363,0.338008
0.31236,-0.032314,0.0679909,0.446003
0.265062,0.0526692,0.10944,0.403927
0.337341,-0.0376363,0.07727,0.350631
0.276952,-0.0545776,0.105534,0.346424
0.257347,-0.0590791,0.111338,0.314165
-0.22492,0.00363994,0.125623,0.516129
-0.177079,0.0813953,0.312422,0.532959
-0.108769,0.0352645,0.267562,0.545582
-0.191961,-0.0374973,0.122528,0.607293
-0.158483,0.245859,0.211766,0.479663
-0.228639,-0.0333431,0.368517,0.539972
-0.126236,-0.0614342,0.309294,0.319776
-0.0709689,-0.0523062,0.272891,0.345021
-0.110788,-0.0969978,0.300585,0.346424
-0.1139,-0.0685123,0.300412,0.333801
0.0641046,-0.0861501,0.184138,0.726508
0.141888,-0.0661151,0.156656,0.631136
0.170625,-0.0563718,0.0425585,0.194951
0.203307,-0.0395466,0.0462909,0.201964
0.318756,0.0566381,0.0785172,0.207574
0.146391,0.0158935,0.146211,0.475456
0.0936375,-0.048982,0.164183,0.423562
0.072143,-0.0341521,0.171572,0.469846
0.154873,0.00117438,0.140653,0.419355
0.0325612,-0.0498271,0.193899,0.499299
0.0947089,-0.0226534,0.167183,0.531557
0.302289,-0.00843753,0.0786424,0.507714
0.208199,0.0618752,0.121905,0.430575
0.0829076,-0.00658742,0.157276,0.495091
0.163494,0.0946323,0.128769,0.507714
0.0815422,-0.0513307,0.176221,0.482468
-0.0604973,0.0989999,0.230042,0.631136
0.0157506,0.0158741,0.175499,0.600281
-0.0528443,0.215936,0.190222,0.412342
-0.0926586,-0.0212928,0.235544,0.638149
0.0707783,0.162007,0.16554,0.687237
-0.185946,-0.0526449,0.328308,0.518934
-0.0937549,-0.0537231,0.248243,0.54418
-0.0720729,-0.0272085,0.24264,0.460028
-0.187264,-0.0908886,0.358841,0.461431
-0.112491,-0.0535714,0.267663,0.504909
-0.10167,-0.0198527,0.249415,0.4446
0.0985278,0.202952,0.16952,0.384292
0.0673163,-0.034421,0.177325,0.461431
0.0854376,0.0345301,0.17869,0.40533
0.0361129,-0.00658831,0.202991,0.45021
-0.40525,0.0281346,0.384874,0.258065
-0.279392,-0.118081,0.327414,0.263675
-0.334255,0.039003,0.331201,0.234222
-0.378917,0.0204456,0.454125,0.29453
-0.368268,-0.0396386,0.379879,0.241234
-0.286097,-0.0594501,0.380307,0.255259
-0.29751,-0.129149,0.427132,0.234222
-0.242839,-0.0836348,0.41118,0.251052
-0.328259,-0.078283,0.491108,0.28892
-0.318636,-4.97E-05,0.374409,0.267882
-0.273927,0.122333,0.292993,0.27209
0.279449,0.0389574,0.0709206,0.403927
0.124664,-0.0427984,0.0362278,0.461431
0.272796,-0.0183382,0.0630746,0.513324
0.332493,0.102269,0.0947033,0.496494
0.253844,0.022081,0.0683215,0.460028
-0.172394,-0.0638841,0.313929,0.460028
-0.120979,-0.0544343,0.279756,0.57784
-0.123953,0.0141348,0.244468,0.506311
-0.229899,-0.00476978,0.350949,0.586255
-0.0802741,0.00717661,0.235622,0.516129
-0.141971,-0.0848149,0.306539,0.604488
-0.0307817,-0.0615602,0.241866,0.253857
-0.0536954,0.190043,0.212066,0.267882
0.0602782,-0.0156824,0.183072,0.30014
-0.022283,-0.0880079,0.234625,0.30575
-0.0728086,-0.0861563,0.269799,0.307153
-0.0682365,-0.0975216,0.257298,0.357644
-0.0685978,-0.0699176,0.254924,0.30014
-0.0806103,-0.0237416,0.259076,0.269285
-0.235675,0.000192815,0.411032,0.323983
-0.123261,0.00868953,0.261414,0.280505
-0.236085,0.0316896,0.362857,0.307153
0.168874,-0.0354945,0.0413671,0.451613
0.108075,-0.030635,0.0288739,0.492286
0.0696651,-0.0717839,0.0205947,0.360449
0.0897679,-0.0762144,0.0241782,0.535764
0.111882,0.0221839,0.0394879,0.502104
0.0929584,-0.0507293,0.0267138,0.500701
0.24954,-0.00752336,0.115963,0.530154
0.253132,-0.0183219,0.0577146,0.503506
0.270534,0.014808,0.0914567,0.558205
0.193784,0.0168197,0.139063,0.548387
0.269768,0.00995293,0.0717192,0.568022
-0.188511,-0.12033,0.398304,0.465638
-0.163314,-0.0578223,0.356527,0.467041
-0.313725,-0.0256104,0.431448,0.474053
-0.224423,-0.0804344,0.413521,0.500701
-0.268994,0.0966844,0.37541,0.54418
-0.15409,0.0289322,0.316005,0.42777
-0.165244,-0.0535563,0.331222,0.471248
0.263255,-0.0418223,0.0611988,0.54979
0.26256,0.0202721,0.0660003,0.546985
0.224832,0.029146,0.0660991,0.520337
0.239365,-0.0475122,0.0541171,0.509116
-0.169264,-0.0482944,0.321332,0.446003
-0.223997,-0.0968168,0.394275,0.503506
-0.150995,-0.0253869,0.306509,0.471248
-0.181111,-0.0579886,0.146896,0.412342
-0.134785,-0.0407375,0.309614,0.497896
-0.185781,-0.0985429,0.365432,0.650771
-0.152856,-0.0492552,0.291668,0.419355
-0.0461496,-0.0392897,0.240196,0.489481
-0.207822,0.0699703,0.347661,0.558205
-0.0305835,-0.0665166,0.215619,0.517532
-0.0972814,0.0270302,0.273697,0.385694
-0.151478,-0.00643713,0.341711,0.412342
-0.0498231,0.118802,0.227836,0.276297
0.0137099,0.258393,0.193766,0.252454
-0.00825779,0.121396,0.214917,0.314165
-0.0280507,0.240946,0.203045,0.322581
-0.0452652,-0.0737638,0.254163,0.454418
0.0194946,0.147523,0.204319,0.374474
0.0601454,0.0688483,0.178528,0.429173
-0.0287175,-0.0546476,0.243892,0.441795
0.00194654,0.0558317,0.213963,0.528752
-0.035286,0.126783,0.234813,0.412342
-0.194657,-0.064422,0.393897,0.252454
-0.239459,-0.0734636,0.445696,0.273492
0.214077,-0.0212987,0.121607,0.28892
0.237044,-0.0148598,0.11371,0.273492
0.243971,-0.0210504,0.110544,0.312763
0.18553,-0.0684048,0.128554,0.263675
0.236541,-0.0604108,0.111902,0.304348
0.112206,-0.0532767,0.0351809,0.262272
0.0878679,-0.0653568,0.0216534,0.281907
0.183565,-0.0571222,0.0435255,0.265077
0.110016,-0.0694963,0.0285585,0.246844
0.057415,-0.0531109,0.0215317,0.207574
0.158612,-0.0627212,0.0397755,0.273492
0.0383462,-0.0966123,0.0123262,0.246844
0.224638,0.0553006,0.123216,0.502104
0.224414,-0.0437258,0.112532,0.467041
-0.0725913,0.0662469,0.23266,0.462833
-0.0703498,-0.0542596,0.229567,0.621318
-0.0607071,-0.0803703,0.27947,0.534362
-0.0584754,-0.0632827,0.252044,0.660589
-0.00329231,-0.0740563,0.0647404,0.377279
-0.00270628,0.21471,0.214521,0.440393
0.0761569,-0.00320398,0.176187,0.517532
-0.04661,-0.0242123,0.246419,0.617111
-0.264896,-0.00334995,0.365665,0.387097
-0.162402,0.0103678,0.314049,0.323983
-0.197765,0.0717597,0.329313,0.352034
-0.287546,0.0338716,0.376427,0.356241
-0.292082,0.0644804,0.406218,0.290323
0.0119484,0.0146763,0.216389,0.391304
-0.0220067,-0.0581642,0.242314,0.350631
-0.0853554,0.0801469,0.259933,0.346424
0.0440517,0.105642,0.194042,0.525947
0.0134353,0.0896947,0.198028,0.568022
-0.0133582,0.263673,0.0791936,0.521739
-0.0714458,0.0222751,0.0476019,0.325386
-0.0118468,-0.0763488,0.22681,0.309958
-0.186117,-0.0427772,0.358069,0.263675
-0.259792,-0.0565625,0.417665,0.30014
-0.294059,-0.0742617,0.502871,0.302945
-0.326504,0.0126592,0.405452,0.368864
0.0844495,0.0104778,0.150235,0.496494
0.0355129,-0.0187365,0.182508,0.41094
0.0673243,-0.0298043,0.177556,0.454418
-0.139621,0.131225,0.254712,0.596073
-0.149758,-0.0319951,0.296013,0.472651
-0.107965,-0.0268884,0.276565,0.437588
0.0932693,-0.0373959,0.0270109,0.26648
0.074229,-0.0531674,0.0192845,0.26648
0.0810568,-0.0342576,0.0217775,0.237027
0.0909958,-0.0550811,0.0227666,0.30014
0.0635177,-0.067825,0.0239894,0.314165
0.137642,-0.0480749,0.0378691,0.274895
